county,candidate,votes
Marshall,Donald J. Trump,74
Marshall,Jo Jorgensen,1
Marshall,Joseph R. Biden,28
Marshall,Donald J. Trump,119
Marshall,Jo Jorgensen,5
Marshall,Joseph R. Biden,128
Marshall,Donald J. Trump,316
Marshall,Jo Jorgensen,12
Marshall,Joseph R. Biden,107
Marshall,Donald J. Trump,265
Marshall,Jo Jorgensen,9
Marshall,Joseph R. Biden,0
Marshall,Donald J. Trump,0
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,78
Marshall,Donald J. Trump,146
Marshall,Jo Jorgensen,8
Marshall,Joseph R. Biden,0
Marshall,Donald J. Trump,0
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,140
Marshall,Donald J. Trump,297
Marshall,Jo Jorgensen,15
Marshall,Joseph R. Biden,0
Marshall,Donald J. Trump,0
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,0
Marshall,Donald J. Trump,0
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,37
Marshall,Donald J. Trump,116
Marshall,Jo Jorgensen,3
Marshall,Joseph R. Biden,58
Marshall,Donald J. Trump,274
Marshall,Jo Jorgensen,12
Marshall,Joseph R. Biden,19
Marshall,Donald J. Trump,85
Marshall,Jo Jorgensen,1
Marshall,Joseph R. Biden,30
Marshall,Donald J. Trump,78
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,13
Marshall,Donald J. Trump,68
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,16
Marshall,Donald J. Trump,57
Marshall,Jo Jorgensen,1
Marshall,Joseph R. Biden,18
Marshall,Donald J. Trump,70
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,12
Marshall,Donald J. Trump,53
Marshall,Jo Jorgensen,1
Marshall,Joseph R. Biden,103
Marshall,Donald J. Trump,252
Marshall,Jo Jorgensen,5
Marshall,Joseph R. Biden,26
Marshall,Donald J. Trump,50
Marshall,Jo Jorgensen,6
Marshall,Joseph R. Biden,70
Marshall,Donald J. Trump,153
Marshall,Jo Jorgensen,9
Marshall,Joseph R. Biden,22
Marshall,Donald J. Trump,79
Marshall,Jo Jorgensen,4
Marshall,Joseph R. Biden,8
Marshall,Donald J. Trump,50
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,0
Marshall,Donald J. Trump,5
Marshall,Jo Jorgensen,0
Marshall,Joseph R. Biden,43
Marshall,Donald J. Trump,140
Marshall,Jo Jorgensen,4
Meade,Joseph R. Biden,6
Meade,Donald J. Trump,33
Meade,Jo Jorgensen,3
Meade,Joseph R. Biden,4
Meade,Donald J. Trump,46
Meade,Jo Jorgensen,0
Meade,Joseph R. Biden,48
Meade,Donald J. Trump,215
Meade,Jo Jorgensen,6
Meade,Joseph R. Biden,8
Meade,Donald J. Trump,54
Meade,Jo Jorgensen,2
Meade,Joseph R. Biden,115
Meade,Donald J. Trump,784
Meade,Jo Jorgensen,15
Meade,Joseph R. Biden,9
Meade,Donald J. Trump,46
Meade,Jo Jorgensen,0
Meade,Joseph R. Biden,73
Meade,Donald J. Trump,309
Meade,Jo Jorgensen,13
Meade,Joseph R. Biden,0
Meade,Donald J. Trump,16
Meade,Jo Jorgensen,0
Meade,Joseph R. Biden,0
Meade,Donald J. Trump,20
Meade,Jo Jorgensen,0
Miami,Joseph R. Biden,70
Miami,Donald J. Trump,187
Miami,Jo Jorgensen,4
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,90
Miami,Donald J. Trump,228
Miami,Jo Jorgensen,6
Miami,Joseph R. Biden,112
Miami,Donald J. Trump,264
Miami,Jo Jorgensen,8
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,113
Miami,Donald J. Trump,312
Miami,Jo Jorgensen,6
Miami,Joseph R. Biden,95
Miami,Donald J. Trump,234
Miami,Jo Jorgensen,6
Miami,Joseph R. Biden,111
Miami,Donald J. Trump,301
Miami,Jo Jorgensen,9
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,153
Miami,Donald J. Trump,251
Miami,Jo Jorgensen,15
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,145
Miami,Donald J. Trump,234
Miami,Jo Jorgensen,10
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,79
Miami,Donald J. Trump,189
Miami,Jo Jorgensen,12
Miami,Joseph R. Biden,234
Miami,Donald J. Trump,437
Miami,Jo Jorgensen,9
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,172
Miami,Donald J. Trump,399
Miami,Jo Jorgensen,14
Miami,Joseph R. Biden,212
Miami,Donald J. Trump,372
Miami,Jo Jorgensen,13
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,309
Miami,Donald J. Trump,508
Miami,Jo Jorgensen,21
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,312
Miami,Donald J. Trump,918
Miami,Jo Jorgensen,26
Miami,Joseph R. Biden,185
Miami,Donald J. Trump,693
Miami,Jo Jorgensen,17
Miami,Joseph R. Biden,290
Miami,Donald J. Trump,644
Miami,Jo Jorgensen,13
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,144
Miami,Donald J. Trump,248
Miami,Jo Jorgensen,15
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,132
Miami,Donald J. Trump,352
Miami,Jo Jorgensen,8
Miami,Joseph R. Biden,61
Miami,Donald J. Trump,216
Miami,Jo Jorgensen,5
Miami,Joseph R. Biden,282
Miami,Donald J. Trump,674
Miami,Jo Jorgensen,18
Miami,Joseph R. Biden,133
Miami,Donald J. Trump,320
Miami,Jo Jorgensen,2
Miami,Joseph R. Biden,37
Miami,Donald J. Trump,117
Miami,Jo Jorgensen,3
Miami,Joseph R. Biden,130
Miami,Donald J. Trump,414
Miami,Jo Jorgensen,5
Miami,Joseph R. Biden,48
Miami,Donald J. Trump,128
Miami,Jo Jorgensen,4
Miami,Joseph R. Biden,145
Miami,Donald J. Trump,326
Miami,Jo Jorgensen,17
Miami,Joseph R. Biden,108
Miami,Donald J. Trump,185
Miami,Jo Jorgensen,11
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,223
Miami,Donald J. Trump,591
Miami,Jo Jorgensen,17
Miami,Joseph R. Biden,6
Miami,Donald J. Trump,10
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,43
Miami,Donald J. Trump,109
Miami,Jo Jorgensen,5
Miami,Joseph R. Biden,49
Miami,Donald J. Trump,87
Miami,Jo Jorgensen,2
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,215
Miami,Donald J. Trump,442
Miami,Jo Jorgensen,23
Miami,Joseph R. Biden,137
Miami,Donald J. Trump,470
Miami,Jo Jorgensen,11
Miami,Joseph R. Biden,32
Miami,Donald J. Trump,46
Miami,Jo Jorgensen,2
Miami,Joseph R. Biden,79
Miami,Donald J. Trump,198
Miami,Jo Jorgensen,6
Miami,Joseph R. Biden,42
Miami,Donald J. Trump,123
Miami,Jo Jorgensen,6
Miami,Joseph R. Biden,162
Miami,Donald J. Trump,288
Miami,Jo Jorgensen,15
Miami,Joseph R. Biden,226
Miami,Donald J. Trump,451
Miami,Jo Jorgensen,13
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,75
Miami,Donald J. Trump,172
Miami,Jo Jorgensen,3
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,4
Miami,Donald J. Trump,7
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,24
Miami,Donald J. Trump,70
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,0
Miami,Donald J. Trump,0
Miami,Jo Jorgensen,0
Miami,Joseph R. Biden,28
Miami,Donald J. Trump,93
Miami,Jo Jorgensen,2
Mitchell,Joseph R. Biden,12
Mitchell,Donald J. Trump,42
Mitchell,Jo Jorgensen,1
Mitchell,Joseph R. Biden,16
Mitchell,Donald J. Trump,108
Mitchell,Jo Jorgensen,1
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,3
Mitchell,Donald J. Trump,43
Mitchell,Jo Jorgensen,4
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,20
Mitchell,Jo Jorgensen,1
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,13
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,39
Mitchell,Donald J. Trump,194
Mitchell,Jo Jorgensen,3
Mitchell,Joseph R. Biden,2
Mitchell,Donald J. Trump,21
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,2
Mitchell,Donald J. Trump,16
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,7
Mitchell,Donald J. Trump,52
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,4
Mitchell,Donald J. Trump,7
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,40
Mitchell,Donald J. Trump,221
Mitchell,Jo Jorgensen,2
Mitchell,Joseph R. Biden,3
Mitchell,Donald J. Trump,11
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,9
Mitchell,Donald J. Trump,33
Mitchell,Jo Jorgensen,1
Mitchell,Joseph R. Biden,2
Mitchell,Donald J. Trump,42
Mitchell,Jo Jorgensen,1
Mitchell,Joseph R. Biden,10
Mitchell,Donald J. Trump,140
Mitchell,Jo Jorgensen,2
Mitchell,Joseph R. Biden,7
Mitchell,Donald J. Trump,64
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,15
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,3
Mitchell,Donald J. Trump,9
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,11
Mitchell,Donald J. Trump,31
Mitchell,Jo Jorgensen,1
Mitchell,Joseph R. Biden,0
Mitchell,Donald J. Trump,0
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,10
Mitchell,Donald J. Trump,55
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,2
Mitchell,Donald J. Trump,25
Mitchell,Jo Jorgensen,0
Mitchell,Joseph R. Biden,179
Mitchell,Donald J. Trump,614
Mitchell,Jo Jorgensen,10
Mitchell,Joseph R. Biden,197
Mitchell,Donald J. Trump,728
Mitchell,Jo Jorgensen,12
Montgomery,Joseph R. Biden,23
Montgomery,Donald J. Trump,145
Montgomery,Jo Jorgensen,4
Montgomery,Joseph R. Biden,1
Montgomery,Donald J. Trump,8
Montgomery,Jo Jorgensen,1
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,32
Montgomery,Donald J. Trump,121
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,33
Montgomery,Donald J. Trump,151
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,28
Montgomery,Donald J. Trump,183
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,47
Montgomery,Donald J. Trump,264
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,30
Montgomery,Donald J. Trump,334
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,47
Montgomery,Donald J. Trump,178
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,55
Montgomery,Donald J. Trump,234
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,87
Montgomery,Donald J. Trump,370
Montgomery,Jo Jorgensen,14
Montgomery,Joseph R. Biden,66
Montgomery,Donald J. Trump,271
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,46
Montgomery,Donald J. Trump,16
Montgomery,Jo Jorgensen,1
Montgomery,Joseph R. Biden,58
Montgomery,Donald J. Trump,65
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,59
Montgomery,Donald J. Trump,116
Montgomery,Jo Jorgensen,10
Montgomery,Joseph R. Biden,71
Montgomery,Donald J. Trump,136
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,90
Montgomery,Donald J. Trump,169
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,29
Montgomery,Donald J. Trump,47
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,50
Montgomery,Donald J. Trump,91
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,47
Montgomery,Donald J. Trump,91
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,17
Montgomery,Donald J. Trump,19
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,75
Montgomery,Donald J. Trump,157
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,138
Montgomery,Donald J. Trump,252
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,177
Montgomery,Donald J. Trump,395
Montgomery,Jo Jorgensen,11
Montgomery,Joseph R. Biden,164
Montgomery,Donald J. Trump,342
Montgomery,Jo Jorgensen,11
Montgomery,Joseph R. Biden,51
Montgomery,Donald J. Trump,226
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,134
Montgomery,Donald J. Trump,639
Montgomery,Jo Jorgensen,13
Montgomery,Joseph R. Biden,15
Montgomery,Donald J. Trump,212
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,78
Montgomery,Donald J. Trump,101
Montgomery,Jo Jorgensen,8
Montgomery,Joseph R. Biden,89
Montgomery,Donald J. Trump,218
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,45
Montgomery,Donald J. Trump,63
Montgomery,Jo Jorgensen,1
Montgomery,Joseph R. Biden,36
Montgomery,Donald J. Trump,57
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,78
Montgomery,Donald J. Trump,187
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,51
Montgomery,Donald J. Trump,100
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,1
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,125
Montgomery,Donald J. Trump,185
Montgomery,Jo Jorgensen,12
Montgomery,Joseph R. Biden,79
Montgomery,Donald J. Trump,119
Montgomery,Jo Jorgensen,10
Montgomery,Joseph R. Biden,65
Montgomery,Donald J. Trump,134
Montgomery,Jo Jorgensen,8
Montgomery,Joseph R. Biden,105
Montgomery,Donald J. Trump,219
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,8
Montgomery,Donald J. Trump,42
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,47
Montgomery,Donald J. Trump,223
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,33
Montgomery,Donald J. Trump,239
Montgomery,Jo Jorgensen,6
Montgomery,Joseph R. Biden,22
Montgomery,Donald J. Trump,105
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,114
Montgomery,Donald J. Trump,320
Montgomery,Jo Jorgensen,5
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,20
Montgomery,Donald J. Trump,166
Montgomery,Jo Jorgensen,1
Montgomery,Joseph R. Biden,19
Montgomery,Donald J. Trump,139
Montgomery,Jo Jorgensen,3
Montgomery,Joseph R. Biden,10
Montgomery,Donald J. Trump,20
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,152
Montgomery,Donald J. Trump,356
Montgomery,Jo Jorgensen,10
Montgomery,Joseph R. Biden,83
Montgomery,Donald J. Trump,249
Montgomery,Jo Jorgensen,8
Montgomery,Joseph R. Biden,43
Montgomery,Donald J. Trump,81
Montgomery,Jo Jorgensen,4
Montgomery,Joseph R. Biden,17
Montgomery,Donald J. Trump,71
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,1
Montgomery,Donald J. Trump,8
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,137
Montgomery,Donald J. Trump,637
Montgomery,Jo Jorgensen,14
Montgomery,Joseph R. Biden,6
Montgomery,Donald J. Trump,123
Montgomery,Jo Jorgensen,2
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,29
Montgomery,Donald J. Trump,149
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,62
Montgomery,Donald J. Trump,374
Montgomery,Jo Jorgensen,10
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,3
Montgomery,Donald J. Trump,8
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,1
Montgomery,Donald J. Trump,5
Montgomery,Jo Jorgensen,0
Montgomery,Joseph R. Biden,0
Montgomery,Donald J. Trump,0
Montgomery,Jo Jorgensen,0
Morris,Joseph R. Biden,86
Morris,Donald J. Trump,204
Morris,Jo Jorgensen,6
Morris,Joseph R. Biden,72
Morris,Donald J. Trump,182
Morris,Jo Jorgensen,3
Morris,Joseph R. Biden,146
Morris,Donald J. Trump,288
Morris,Jo Jorgensen,8
Morris,Joseph R. Biden,0
Morris,Donald J. Trump,0
Morris,Jo Jorgensen,0
Morris,Joseph R. Biden,0
Morris,Donald J. Trump,0
Morris,Jo Jorgensen,0
Morris,Joseph R. Biden,12
Morris,Donald J. Trump,43
Morris,Jo Jorgensen,0
Morris,Joseph R. Biden,11
Morris,Donald J. Trump,31
Morris,Jo Jorgensen,2
Morris,Joseph R. Biden,44
Morris,Donald J. Trump,137
Morris,Jo Jorgensen,3
Morris,Joseph R. Biden,23
Morris,Donald J. Trump,83
Morris,Jo Jorgensen,1
Morris,Joseph R. Biden,158
Morris,Donald J. Trump,264
Morris,Jo Jorgensen,2
Morris,Joseph R. Biden,50
Morris,Donald J. Trump,170
Morris,Jo Jorgensen,3
Morris,Joseph R. Biden,16
Morris,Donald J. Trump,94
Morris,Jo Jorgensen,3
Morris,Joseph R. Biden,35
Morris,Donald J. Trump,271
Morris,Jo Jorgensen,3
Morris,Joseph R. Biden,5
Morris,Donald J. Trump,50
Morris,Jo Jorgensen,2
Morris,Joseph R. Biden,27
Morris,Donald J. Trump,93
Morris,Jo Jorgensen,2
Morris,Joseph R. Biden,20
Morris,Donald J. Trump,74
Morris,Jo Jorgensen,2
Morris,Joseph R. Biden,24
Morris,Donald J. Trump,140
Morris,Jo Jorgensen,6
Morris,Joseph R. Biden,0
Morris,Donald J. Trump,0
Morris,Jo Jorgensen,0
Morris,Joseph R. Biden,0
Morris,Donald J. Trump,0
Morris,Jo Jorgensen,0
Morton,Joseph R. Biden,1
Morton,Donald J. Trump,30
Morton,Jo Jorgensen,1
Morton,Joseph R. Biden,8
Morton,Donald J. Trump,31
Morton,Jo Jorgensen,2
Morton,Joseph R. Biden,36
Morton,Donald J. Trump,215
Morton,Jo Jorgensen,3
Morton,Joseph R. Biden,36
Morton,Donald J. Trump,213
Morton,Jo Jorgensen,2
Morton,Joseph R. Biden,42
Morton,Donald J. Trump,221
Morton,Jo Jorgensen,1
Morton,Joseph R. Biden,0
Morton,Donald J. Trump,8
Morton,Jo Jorgensen,0
Morton,Joseph R. Biden,22
Morton,Donald J. Trump,189
Morton,Jo Jorgensen,4
Morton,Joseph R. Biden,3
Morton,Donald J. Trump,47
Morton,Jo Jorgensen,0
Morton,Joseph R. Biden,0
Morton,Donald J. Trump,50
Morton,Jo Jorgensen,0
Morton,Joseph R. Biden,2
Morton,Donald J. Trump,30
Morton,Jo Jorgensen,1
Nemaha,Joseph R. Biden,11
Nemaha,Donald J. Trump,93
Nemaha,Jo Jorgensen,1
Nemaha,Joseph R. Biden,10
Nemaha,Donald J. Trump,222
Nemaha,Jo Jorgensen,3
Nemaha,Joseph R. Biden,14
Nemaha,Donald J. Trump,68
Nemaha,Jo Jorgensen,1
Nemaha,Joseph R. Biden,14
Nemaha,Donald J. Trump,106
Nemaha,Jo Jorgensen,0
Nemaha,Joseph R. Biden,34
Nemaha,Donald J. Trump,140
Nemaha,Jo Jorgensen,5
Nemaha,Joseph R. Biden,4
Nemaha,Donald J. Trump,29
Nemaha,Jo Jorgensen,0
Nemaha,Joseph R. Biden,15
Nemaha,Donald J. Trump,52
Nemaha,Jo Jorgensen,0
Nemaha,Joseph R. Biden,19
Nemaha,Donald J. Trump,101
Nemaha,Jo Jorgensen,2
Nemaha,Joseph R. Biden,10
Nemaha,Donald J. Trump,42
Nemaha,Jo Jorgensen,5
Nemaha,Joseph R. Biden,17
Nemaha,Donald J. Trump,69
Nemaha,Jo Jorgensen,3
Nemaha,Joseph R. Biden,19
Nemaha,Donald J. Trump,51
Nemaha,Jo Jorgensen,2
Nemaha,Joseph R. Biden,11
Nemaha,Donald J. Trump,80
Nemaha,Jo Jorgensen,1
Nemaha,Joseph R. Biden,34
Nemaha,Donald J. Trump,234
Nemaha,Jo Jorgensen,5
Nemaha,Joseph R. Biden,38
Nemaha,Donald J. Trump,222
Nemaha,Jo Jorgensen,7
Nemaha,Joseph R. Biden,26
Nemaha,Donald J. Trump,167
Nemaha,Jo Jorgensen,0
Nemaha,Joseph R. Biden,7
Nemaha,Donald J. Trump,79
Nemaha,Jo Jorgensen,2
Nemaha,Joseph R. Biden,6
Nemaha,Donald J. Trump,68
Nemaha,Jo Jorgensen,0
Nemaha,Joseph R. Biden,9
Nemaha,Donald J. Trump,60
Nemaha,Jo Jorgensen,2
Nemaha,Joseph R. Biden,8
Nemaha,Donald J. Trump,59
Nemaha,Jo Jorgensen,2
Nemaha,Joseph R. Biden,34
Nemaha,Donald J. Trump,281
Nemaha,Jo Jorgensen,1
Nemaha,Joseph R. Biden,21
Nemaha,Donald J. Trump,240
Nemaha,Jo Jorgensen,0
Nemaha,Joseph R. Biden,68
Nemaha,Donald J. Trump,258
Nemaha,Jo Jorgensen,11
Nemaha,Joseph R. Biden,68
Nemaha,Donald J. Trump,294
Nemaha,Jo Jorgensen,4
Nemaha,Joseph R. Biden,52
Nemaha,Donald J. Trump,270
Nemaha,Jo Jorgensen,4
Nemaha,Joseph R. Biden,50
Nemaha,Donald J. Trump,162
Nemaha,Jo Jorgensen,2
Nemaha,Joseph R. Biden,63
Nemaha,Donald J. Trump,181
Nemaha,Jo Jorgensen,4
Nemaha,Joseph R. Biden,107
Nemaha,Donald J. Trump,313
Nemaha,Jo Jorgensen,6
Nemaha,Joseph R. Biden,82
Nemaha,Donald J. Trump,350
Nemaha,Jo Jorgensen,10
Nemaha,Joseph R. Biden,38
Nemaha,Donald J. Trump,199
Nemaha,Jo Jorgensen,4
Nemaha,Joseph R. Biden,38
Nemaha,Donald J. Trump,174
Nemaha,Jo Jorgensen,6
Neosho,Joseph R. Biden,50
Neosho,Donald J. Trump,211
Neosho,Jo Jorgensen,7
Neosho,Joseph R. Biden,76
Neosho,Donald J. Trump,239
Neosho,Jo Jorgensen,3
Neosho,Joseph R. Biden,69
Neosho,Donald J. Trump,200
Neosho,Jo Jorgensen,5
Neosho,Joseph R. Biden,33
Neosho,Donald J. Trump,70
Neosho,Jo Jorgensen,0
Neosho,Joseph R. Biden,94
Neosho,Donald J. Trump,205
Neosho,Jo Jorgensen,4
Neosho,Joseph R. Biden,99
Neosho,Donald J. Trump,205
Neosho,Jo Jorgensen,8
Neosho,Joseph R. Biden,167
Neosho,Donald J. Trump,375
Neosho,Jo Jorgensen,11
Neosho,Joseph R. Biden,121
Neosho,Donald J. Trump,207
Neosho,Jo Jorgensen,5
Neosho,Joseph R. Biden,210
Neosho,Donald J. Trump,448
Neosho,Jo Jorgensen,8
Neosho,Joseph R. Biden,139
Neosho,Donald J. Trump,242
Neosho,Jo Jorgensen,8
Neosho,Joseph R. Biden,99
Neosho,Donald J. Trump,191
Neosho,Jo Jorgensen,6
Neosho,Joseph R. Biden,68
Neosho,Donald J. Trump,185
Neosho,Jo Jorgensen,5
Neosho,Joseph R. Biden,0
Neosho,Donald J. Trump,0
Neosho,Jo Jorgensen,0
Neosho,Joseph R. Biden,0
Neosho,Donald J. Trump,0
Neosho,Jo Jorgensen,0
Neosho,Joseph R. Biden,64
Neosho,Donald J. Trump,220
Neosho,Jo Jorgensen,13
Neosho,Joseph R. Biden,44
Neosho,Donald J. Trump,152
