county,candidate,votes
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,180
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,10
Allen,Joe Schriner,0
Allen,Joseph R. Biden,199
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,240
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,19
Allen,Joe Schriner,0
Allen,Joseph R. Biden,347
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,218
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,9
Allen,Joe Schriner,0
Allen,Joseph R. Biden,192
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,172
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,8
Allen,Joe Schriner,0
Allen,Joseph R. Biden,190
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,200
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,23
Allen,Joe Schriner,0
Allen,Joseph R. Biden,308
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,99
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,12
Allen,Joe Schriner,0
Allen,Joseph R. Biden,192
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,58
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,6
Allen,Joe Schriner,0
Allen,Joseph R. Biden,122
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,275
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,23
Allen,Joe Schriner,0
Allen,Joseph R. Biden,272
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,421
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,9
Allen,Joe Schriner,0
Allen,Joseph R. Biden,293
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,350
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,16
Allen,Joe Schriner,0
Allen,Joseph R. Biden,230
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,397
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,10
Allen,Joe Schriner,0
Allen,Joseph R. Biden,292
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,520
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,20
Allen,Joe Schriner,0
Allen,Joseph R. Biden,412
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,273
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,14
Allen,Joe Schriner,0
Allen,Joseph R. Biden,173
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,437
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,40
Allen,Joe Schriner,0
Allen,Joseph R. Biden,509
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,320
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,9
Allen,Joe Schriner,0
Allen,Joseph R. Biden,232
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,57
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,2
Allen,Joe Schriner,0
Allen,Joseph R. Biden,89
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,218
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,10
Allen,Joe Schriner,0
Allen,Joseph R. Biden,175
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,707
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,29
Allen,Joe Schriner,0
Allen,Joseph R. Biden,402
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,519
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,17
Allen,Joe Schriner,0
Allen,Joseph R. Biden,226
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,449
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,22
Allen,Joe Schriner,0
Allen,Joseph R. Biden,232
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,579
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,18
Allen,Joe Schriner,0
Allen,Joseph R. Biden,389
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,218
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,14
Allen,Joe Schriner,0
Allen,Joseph R. Biden,204
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,163
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,13
Allen,Joe Schriner,0
Allen,Joseph R. Biden,285
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,142
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,13
Allen,Joe Schriner,0
Allen,Joseph R. Biden,207
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,351
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,17
Allen,Joe Schriner,0
Allen,Joseph R. Biden,339
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,166
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,5
Allen,Joe Schriner,0
Allen,Joseph R. Biden,114
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,115
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,12
Allen,Joe Schriner,0
Allen,Joseph R. Biden,303
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,195
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,22
Allen,Joe Schriner,0
Allen,Joseph R. Biden,339
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,116
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,14
Allen,Joe Schriner,0
Allen,Joseph R. Biden,230
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,513
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,28
Allen,Joe Schriner,0
Allen,Joseph R. Biden,315
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,122
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,11
Allen,Joe Schriner,0
Allen,Joseph R. Biden,207
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,459
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,31
Allen,Joe Schriner,0
Allen,Joseph R. Biden,398
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,245
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,8
Allen,Joe Schriner,0
Allen,Joseph R. Biden,215
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,443
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,14
Allen,Joe Schriner,0
Allen,Joseph R. Biden,292
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,294
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,13
Allen,Joe Schriner,0
Allen,Joseph R. Biden,283
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,303
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,12
Allen,Joe Schriner,0
Allen,Joseph R. Biden,292
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,326
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,12
Allen,Joe Schriner,0
Allen,Joseph R. Biden,336
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,197
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,7
Allen,Joe Schriner,0
Allen,Joseph R. Biden,194
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,312
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,22
Allen,Joe Schriner,0
Allen,Joseph R. Biden,347
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,310
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,20
Allen,Joe Schriner,0
Allen,Joseph R. Biden,271
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,453
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,11
Allen,Joe Schriner,0
Allen,Joseph R. Biden,308
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,356
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,11
Allen,Joe Schriner,0
Allen,Joseph R. Biden,328
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,384
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,18
Allen,Joe Schriner,0
Allen,Joseph R. Biden,296
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,434
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,17
Allen,Joe Schriner,0
Allen,Joseph R. Biden,230
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,347
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,9
Allen,Joe Schriner,0
Allen,Joseph R. Biden,244
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,671
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,21
Allen,Joe Schriner,0
Allen,Joseph R. Biden,494
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,382
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,11
Allen,Joe Schriner,0
Allen,Joseph R. Biden,309
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,249
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,7
Allen,Joe Schriner,0
Allen,Joseph R. Biden,227
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,500
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,19
Allen,Joe Schriner,0
Allen,Joseph R. Biden,299
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,172
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,8
Allen,Joe Schriner,0
Allen,Joseph R. Biden,229
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,268
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,19
Allen,Joe Schriner,0
Allen,Joseph R. Biden,290
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,307
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,10
Allen,Joe Schriner,0
Allen,Joseph R. Biden,232
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,315
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,23
Allen,Joe Schriner,0
Allen,Joseph R. Biden,302
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,739
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,29
Allen,Joe Schriner,0
Allen,Joseph R. Biden,492
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,520
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,39
Allen,Joe Schriner,0
Allen,Joseph R. Biden,351
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,18
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,0
Allen,Joe Schriner,0
Allen,Joseph R. Biden,10
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,498
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,14
Allen,Joe Schriner,0
Allen,Joseph R. Biden,214
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,305
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,17
Allen,Joe Schriner,0
Allen,Joseph R. Biden,388
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,254
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,21
Allen,Joe Schriner,0
Allen,Joseph R. Biden,281
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,272
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,9
Allen,Joe Schriner,0
Allen,Joseph R. Biden,272
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,299
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,10
Allen,Joe Schriner,0
Allen,Joseph R. Biden,184
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
Allen,Randall F,0
Allen,Shawn Howard,0
Allen,Valerie Mccray,0
Allen,Abram Loeb,0
Allen,Brian Carroll,0
Allen,Christopher Stried,0
Allen,Deborah Rouse,0
Allen,Donald J. Trump,602
Allen,Howie Hawkins,0
Allen,James L Johnson Jr.,0
Allen,Jo Jorgensen,34
Allen,Joe Schriner,0
Allen,Joseph R. Biden,519
Allen,Kasey Wells,0
Allen,Mitchell Williams,0
